Row,subj01,subj02,subj03,subj04,subj05,subj06,subj07,subj08,subj09,subj10,subj11,subj12,subj13,subj14,subj15,subj16,subj17,subj18,subj19,subj20,subj21,subj22,subj23,subj24,subj25
gymnastics,0.0233095836468191,0.526196225714021,0.854533426523603,-0.282736386426483,-0.29501756498193,-0.0571053766143533,1.89188667072729,0.236129780405985,-0.699118867594467,0.868762363270815,0.35122557492006,-0.258006991623478,0.0614447756791292,1.2695508776221,0.418972422519679,0.0600552143906401,-0.742840355474775,1.27603655434404,1.09530768252423,0.281079473975513,1.44003584363181,-0.0897331431169061,-0.58362841518349,-0.846645451456523,0.566967042913073
handball,-1.02846431261209,-0.557148944873669,-0.989206611941958,-0.526474650587244,-0.805428577061393,-0.116590143920971,-0.834949578189427,1.17201000762483,-1.07135059767865,-0.948041058017962,0.712568758994196,-1.16103146230565,-0.706614920309987,-1.0606729800213,-1.05817393892791,-2.01877912990075,-0.742840355474775,-0.762680832114485,-0.736701608530532,-1.42954739628119,-0.00250877324674525,-0.725342906861658,-1.16219437819067,-1.31775182349115,-0.109335592768525
hiking,0.364425441892952,-1.7952577112596,-1.55034488451843,0.594721364552257,-1.16271628551702,-1.36577025735995,-0.335669701627212,-0.951718200294854,-1.10518984586812,0.0842336131688432,-0.226923519598558,0.387010487435217,0.573484573005207,-1.0606729800213,0.956116553955165,0.152447851914702,-0.742840355474775,-0.662416042616525,-0.19099671332273,0.448787990667347,-0.00250877324674525,-0.314066000909172,-1.12603400550272,0.230169113194063,-0.84199678142359
hockey,0.84767290774164,1.19683847417307,0.854533426523603,0.692216670216561,1.23621547125646,1.07310520221139,2.0071051037801,1.17201000762483,0.959004293689603,1.36425420544048,0.640300122179369,-0.677268353011629,0.402804640563181,1.29762586385877,1.35897465253178,0.152447851914702,1.1664477411876,0.77471260685424,1.21224444578304,1.25378887078815,1.44003584363181,0.8449870976842,1.36903170996573,0.499372754356709,1.525062443462
hunting,1.07508347990573,0.784135552044424,0.854533426523603,2.15464625518113,0.419557851929319,0.71619659837168,-0.834949578189427,-0.735745840167429,1.53427151291061,0.662307429033454,1.07391194306833,1.41903845392913,2.02426399876243,0.258851373102074,1.62754671824952,1.90790796487188,1.42101948740925,0.941820589350841,-1.12649081939325,1.22024716744978,-1.31961472778803,1.81709614811735,-0.58362841518349,-0.779344541165862,0.62332559588654
jogging,-1.08531695565311,-0.0928581574789448,-1.47018227415036,-1.74516597139105,-0.192935362566037,-1.12783118813348,-0.604512712083789,-0.987713593649425,-1.07135059767865,-0.989332044865434,-0.805072614117175,-1.06427884044685,-0.450595021646948,-1.0606729800213,-0.789601873210164,-0.0323374231334218,-0.742840355474775,-1.76532872709409,0.198792497539985,-0.725171626175488,-1.0687374031135,-1.4357302898705,-1.08987363281477,-0.30823816913123,-1.40558231115826
karate,0.790820264700618,-0.505561079607589,-0.989206611941958,1.27718850420239,1.64454428092003,0.121348925305501,-0.412481990329091,-0.195814939848866,0.925165045500133,1.07521729750818,0.0621510276607514,0.967526218588042,1.1708643365523,0.932651042782095,0.956116553955165,0.198644170676733,1.80287710674173,0.7078694138556,0.0428768131948987,0.549413100682447,1.06371985662001,1.21887519400464,-0.00506245217631282,0.364770933775386,0.679684148860006
kayaking,0.335999120372441,0.526196225714021,0.854533426523603,1.52092676836315,0.0112290422657481,-0.711437816987151,-0.143638979872514,0.956037647497403,0.891325797310662,0.703598415880926,-0.0823862459689031,0.387010487435217,-0.0238951905418837,0.87650107030876,-0.252457741774678,-0.540496929515762,1.14099056656544,0.139702273367158,-0.892617292875618,0.582954804020813,0.593324872855265,0.433710191731713,-0.185864315616056,-0.981247272037846,-0.109335592768525
lacrosse,1.07508347990573,0.216669034117538,0.934696036891671,-1.06269883174092,-0.448140868605769,0.41877276183859,-0.796543433838487,-0.627759660103716,-1.07135059767865,0.249397560558732,0.784837395809024,-0.838522722776303,0.317464674342168,-0.246498379157941,-1.05817393892791,0.614411039535011,-0.284611212275805,0.64102622085696,0.783476313834058,0.180454363960413,0.656044204023897,0.284154953203536,-0.0412228248642614,0.0955672926127396,-1.01107244034399
marathon,-1.11374327717362,0.319844764649699,-1.06936922231003,-0.0877457750978738,-0.141894261358091,-0.0571053766143533,0.39404704104064,-0.735745840167429,-0.293047889320817,-0.906750071170489,0.929374669438678,0,0.0614447756791292,-1.0606729800213,-0.789601873210164,0.291036808200795,-0.742840355474775,-0.0942489021280828,0.198792497539985,0.31462117731388,-0.943298740776235,-1.28617505134232,-1.08987363281477,-0.173636348549907,-0.560204016556257
ping-pong,-1.19902224173516,-1.95002130705784,-1.14953183267809,-1.25768944306953,-1.82625060122032,0.656711831065062,-0.988574155593185,-1.05970438035857,-1.07135059767865,-1.77386079496741,-2.32271398722855,-1.09652971439978,-1.98671441362518,-1.0606729800213,-1.05817393892791,-1.69540489856654,-0.742840355474775,-1.76532872709409,-1.98402708329122,-1.56371420963466,-1.69593071479983,-1.54789671876663,-1.16219437819067,-0.846645451456523,-1.46194086413172
racing,1.18878876598777,2.02224431843036,0.934696036891671,1.5696744211953,0.623722256761104,1.19207473682462,1.46941908286695,2.28786720161653,-1.07135059767865,1.07521729750818,0.640300122179369,1.5802928236938,1.08552437033128,1.57837572622545,1.62754671824952,0.152447851914702,1.80287710674173,0.908398992851521,1.36816013012813,0.985455244081214,1.12643918778864,1.70492971922122,1.44135245534163,-0.30823816913123,1.18691112562121
racquetball,0.648688657098063,-0.763500405937991,-1.47018227415036,-1.20894179023737,-1.06063408310112,-0.295044445840825,-0.834949578189427,-0.735745840167429,-0.868315108541821,-1.4848238870351,0.495762848549715,-1.09652971439978,-0.535934987867961,-1.0606729800213,-1.05817393892791,-0.956263798374041,-0.742840355474775,-0.896367218111766,-0.619764845271717,-1.53017250629629,-0.817860078438969,-0.687954097229614,-1.16219437819067,-0.0390345279685836,-0.278411251688924
rollerblading,-0.232527310037781,0.37143262991578,-0.989206611941958,0.155992489062887,0.572681155553158,0.597227063758444,-0.335669701627212,0.45210214053341,0.959004293689603,-0.576422176390712,-0.371460793228212,0.774020974870433,0.65882453922622,0.960726029018762,-0.923887906069036,0.198644170676733,-0.742840355474775,0.60760462435764,0.5885817084027,0.381704583990613,0.96964085986706,-0.239288381645083,1.54983357340548,-0.173636348549907,0.792401254806939
rowing,-1.08531695565311,-0.144446022745025,-0.428068339365483,-1.01395117890877,-0.0398120589421982,-0.414013980454061,-0.873355722540367,-0.735745840167429,0.857486549121191,-1.40224191334016,-0.660535340487521,-0.54826485719989,-0.0238951905418837,-1.0606729800213,-1.05817393892791,-1.46442330475638,-0.742840355474775,-0.0942489021280828,-0.463849160926631,-0.892880142867322,-0.629702084933071,-1.36095267060641,-0.692109533247336,-0.442839989712553,-0.67292112250319
rugby,1.33092037359033,0.887311282576585,0.854533426523603,-0.428979344922939,1.18517437004851,1.25155950413124,0.547671618444399,0.236129780405985,0.891325797310662,1.24038124489806,0.857106032623851,-0.999777092540976,0.402804640563181,1.40992580880544,0.956116553955165,1.21496318344141,1.54830536052008,1.30945815084336,1.25122336686932,1.01899694741958,1.44003584363181,1.14409757474055,1.11590910115009,-0.7120436308752,1.24326967859467
running,-1.17059592021465,0.37143262991578,-0.828881391205822,-0.965203526076613,1.23621547125646,-0.414013980454061,-0.681325000785668,-1.023708987004,-1.10518984586812,-0.700295136933128,0.134419664475579,-0.806271848823368,-0.621274954088974,-1.0606729800213,-0.923887906069036,0.568214720772981,-0.742840355474775,-1.63164234109681,0.0428768131948987,-0.490379702806921,-0.127947435584011,-1.39834148023845,-1.01755288743887,-1.04854818232851,-0.165694145741991
sailing,0.648688657098063,-0.144446022745025,0.934696036891671,-0.0389981222657216,0.470598953137265,-0.651953049680533,-0.642918856434729,1.13601461427026,0.789808052742249,0.331979534253676,0.134419664475579,-0.903024470682172,0.232124708121155,0.455376276758747,0.553258455378551,-1.23344171094623,-0.742840355474775,0.841555799852881,-0.502828082012903,0.31462117731388,0.750123200776846,-0.501010049069393,0.139579038575481,-0.577441810293877,-0.109335592768525
skateboarding,0.961378193823684,1.04207487837483,0.854533426523603,0.935954934377322,1.28725657246441,0.597227063758444,1.96869895942916,-0.0158379730760112,0.891325797310662,0.414561507948621,0.640300122179369,1.5802928236938,0.829504471668246,1.29762586385877,0.956116553955165,1.03017790839329,0.988247518832446,0.77471260685424,1.32918120904186,1.22024716744978,1.44003584363181,0.358932572467625,1.73063543684522,2.11459460133259,0.566967042913073
skiing,1.2456414090288,0.784135552044424,0.854533426523603,-0.0877457750978738,0.67476335796905,1.25155950413124,1.35420064981413,1.85592248136168,0.82364730093172,0.744889402728398,0.423494211734887,1.51579107578793,1.42688423521534,1.07302597396543,1.22468861967291,1.4921410960136,1.21736209043193,0.808134203353561,1.25122336686932,1.58920590417181,0.499245876102316,0.8449870976842,1.18822984652599,0.566673664647371,1.18691112562121
skydiving,1.52990462423391,1.60954139630171,0.854533426523603,2.39838451934189,-0.243976463773983,1.84640717719742,1.73826209332353,2.21587641490738,1.56811076110008,1.69458210022026,0.929374669438678,1.67704544555261,3.30436349207762,0.820351097835425,1.49326068539065,1.16876686467938,1.80287710674173,1.57683092283792,1.36816013012813,1.58920590417181,1.44003584363181,1.59276329032508,1.33287133727778,2.65300188365788,2.14500652617014
sledding,1.04665715838522,0.938899147842665,0.854533426523603,0.107244836230735,-0.0398120589421982,1.25155950413124,-0.412481990329091,0.272125173760556,0.925165045500133,0.455852494796093,-0.0101176091540759,0.838522722776303,0.488144606784194,0.511526249232082,-0.521029807492421,1.35355213972751,0.962790344210281,0.67444781735628,1.1342866036105,0.71712161737428,0.436526544933683,0.396321382099669,0.139579038575481,0.768576395519356,0.62332559588654
snorkeling,0.392851763413463,-2.05319703759,0.854533426523603,-0.428979344922939,-0.29501756498193,-0.354529213147443,-0.642918856434729,-0.0158379730760112,0.586772563605424,-0.741586123780601,-0.588266703672694,-0.290257865576412,-0.0238951905418837,0.623826194178752,0.553258455378551,-0.586693248277793,-0.742840355474775,0.808134203353561,-0.658743766357989,0.448787990667347,0.12292988909052,-0.575787668333481,0.0672582931995843,-1.04854818232851,-0.616562569529724
snowboarding,1.2456414090288,0.835723417310504,0.854533426523603,0.838459628713018,1.33829767367235,1.37052903874448,-0.52770042338191,1.31599158104311,0.891325797310662,0.703598415880926,0.712568758994196,1.5802928236938,0.232124708121155,1.2695508776221,1.22468861967291,0.752999995821104,1.14099056656544,0.841555799852881,1.32918120904186,0.71712161737428,1.12643918778864,0.358932572467625,1.80295618222112,1.10508094697266,0.792401254806939
soccer,-1.02846431261209,0.216669034117538,0.854533426523603,-0.185241080762178,0.572681155553158,0.835166132984916,-0.0668266911706348,0.0921482069877014,-0.80063661216288,0.249397560558732,-0.0823862459689031,-1.06427884044685,-0.0238951905418837,0.286926359338742,-0.923887906069036,0.475822083248919,-0.742840355474775,-0.595572849617885,1.01734984035169,-0.289129482776721,-1.13145673428213,-0.0523443334848619,0.42886202007907,0.970479126391341,-0.391128357635858
softball,-1.08531695565311,0.216669034117538,0.854533426523603,-0.428979344922939,-1.26479848793291,1.13258996951801,-0.56610656773285,-0.771741233522,-1.07135059767865,-0.700295136933128,0.0621510276607514,-1.19328233625858,-0.535934987867961,-1.00452300754796,0.418972422519679,-1.00246011713607,-0.742840355474775,-0.662416042616525,-0.853638371789346,-0.591004812822021,-0.849219744023286,0.358932572467625,-0.511307669807593,0.028266382322078,-0.616562569529724
sumo,0.648688657098063,0.526196225714021,-1.14953183267809,1.17969319853808,1.18517437004851,-0.354529213147443,-0.105232835521574,0.956037647497403,0.113023088952833,0.414561507948621,0.495762848549715,0.451512235341086,-0.0238951905418837,-0.106123447974603,-0.923887906069036,-0.771478523325917,-0.742840355474775,-0.0942489021280828,0.0428768131948987,-0.456837999468554,0.12292988909052,1.10670876510851,0.898946865022402,0.566673664647371,1.24326967859467
surfing,0.620262335577552,0.216669034117538,0.854533426523603,1.27718850420239,0.878927762800836,0.00237939069226467,0.240422463636882,1.38798236775225,0.959004293689603,1.15779927120312,0.929374669438678,1.61254369764674,-0.19457512298391,1.04495098772876,0.956116553955165,0.752999995821104,1.09007621732111,1.10892857184744,0.822455234920329,1.28733057412651,0.0602105579218874,0.807598288052156,1.36903170996573,0.028266382322078,-0.0529770397950584
swimming,-0.573643168283913,-0.196033888011106,-1.14953183267809,0.740964323048713,-0.601264172229608,-1.72267886119966,-0.834949578189427,-0.771741233522,-1.07135059767865,-0.782877110628073,-1.6722962558951,-1.12878058835272,-0.706614920309987,-1.0606729800213,-0.923887906069036,-1.1872453921842,-0.742840355474775,-1.39769116560157,-0.775680529616803,-0.892880142867322,-0.786500412854653,-1.51050790913459,-0.402826551743747,-0.510140900003215,-0.616562569529724
tennis,-1.00003799109158,-0.299209618543267,-0.668556170469686,-0.770212914748004,-0.397099767397822,-0.889892118907004,-0.834949578189427,-0.231810333203437,-1.07135059767865,0.166815586863788,0.35122557492006,-1.12878058835272,-0.706614920309987,-1.0606729800213,0.0161143239430646,-0.0785337418954527,-0.742840355474775,-1.63164234109681,-0.775680529616803,-1.36246398960446,-0.441544091427174,-0.874898145389835,-0.619788787871439,0.297470023484725,-0.785638228450123
volleyball,-1.0568906341326,-1.84684557652568,-1.47018227415036,-0.6727176090837,-1.11167518430907,0.121348925305501,-0.681325000785668,-0.303801119912578,-1.07135059767865,-0.287385268458407,-0.371460793228212,-0.967526218588042,-0.0238951905418837,-1.0606729800213,-1.05817393892791,0.568214720772981,-0.742840355474775,-1.09689679710769,0.315729260798799,-1.46308909961956,-1.38233405895666,-0.987064574285968,-0.800590651311182,-0.846645451456523,-0.729279675476657
weightlifting,0.904525550782662,0.216669034117538,-0.267743118629347,0.155992489062887,0.776845560384943,0.121348925305501,0.39404704104064,0.272125173760556,0.992843541879074,0.414561507948621,0.134419664475579,-0.193505243717608,0.402804640563181,0.76420112536209,0.956116553955165,0.0138588956286092,1.2428192650541,0.373653448862399,0.237771418626256,0.51587139734408,0.154289554674836,0.957153526580333,1.15206947383804,-0.981247272037846,-0.0529770397950584
windsurfing,1.38777301663135,0.37143262991578,0.854533426523603,0.838459628713018,0.623722256761104,-0.235559678534207,-0.105232835521574,-0.627759660103716,0.82364730093172,0.497143481643565,1.00164330625351,0.354759613482282,0.573484573005207,0.736126139125422,0.821830521096294,-0.817674842087948,0.784590121855126,0.507339834859679,-0.463849160926631,0.683579914035914,0.279728217012102,0.134599714675359,-0.0412228248642614,-0.7120436308752,0.566967042913073
wrestling,0.59183601405704,0.526196225714021,0.854533426523603,0.935954934377322,-0.192935362566037,0.478257529145208,-0.758137289487548,-0.771741233522,0.654451059984366,0.621016442185982,1.29071785351281,0.838522722776303,-0.365255055425935,0.736126139125422,-0.789601873210164,0.845392633345166,-0.51372578387529,0.808134203353561,0.237771418626256,-0.255587779438354,1.15779885337296,0.770209478420111,0.103418665887533,2.24919642191391,1.24326967859467
